Name,Team,G,AB,PA,H,1B,2B,3B,HR,TB,RC,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,SecA,EqA,BB%,K%,wRC+,wOBA,WAR,playerid
Mike Trout,LAA,36,117,146,39,22,8,1,8,73,37.39,23,18,27,5,41,2,0,0,0,2,0,0.333,0.466,0.624,1.090,0.538,1.074,18.50%,28.10%,190,0.451,2.3,10155
Bryce Harper,PHI,141,488,599,151,73,42,1,35,300,134.20,101,84,100,14,134,5,4,2,12,13,3,0.309,0.429,0.615,1.044,0.531,1.035,16.70%,22.40%,170,0.431,6.6,11579
Juan Soto,WSN,151,502,654,157,106,20,2,29,268,128.84,111,95,145,23,93,2,5,0,23,9,7,0.313,0.465,0.534,0.999,0.514,0.993,22.20%,14.20%,163,0.42,6.6,20123
Vladimir Guerrero Jr.,TOR,161,604,698,188,110,29,1,48,363,144.05,123,111,86,7,110,6,2,0,20,4,1,0.311,0.401,0.601,1.002,0.437,0.992,12.30%,15.80%,166,0.419,6.7,19611
Byron Buxton,MIN,61,235,254,72,30,23,0,19,152,57.27,50,32,13,0,62,6,0,0,0,9,1,0.306,0.358,0.647,1.005,0.430,1.014,5.10%,24.40%,169,0.419,4.2,14161
Ronald Acuna Jr.,ATL,82,297,360,84,40,19,1,24,177,76.69,72,52,49,2,85,9,5,0,0,17,6,0.283,0.394,0.596,0.990,0.515,0.996,13.60%,23.60%,157,0.412,4.2,18401
Brandon Belt,SFG,97,325,381,89,44,14,2,29,194,73.17,65,59,48,3,103,7,1,0,9,3,2,0.274,0.378,0.597,0.975,0.474,0.962,12.60%,27.00%,158,0.406,3.3,10264
Jesse Winker,CIN,110,423,485,129,72,32,1,24,235,91.74,77,71,53,1,75,9,0,0,14,1,0,0.305,0.394,0.556,0.949,0.378,0.944,10.90%,15.50%,148,0.403,3.2,13590
Frank Schwindel,- - -,64,242,259,79,44,20,1,14,143,51.98,44,43,16,2,41,1,0,0,4,2,1,0.326,0.371,0.591,0.962,0.335,0.957,6.20%,15.80%,152,0.403,2.1,15351
Fernando Tatis Jr.,SDP,130,478,546,135,62,31,0,42,292,112.11,99,97,62,6,153,2,4,0,5,25,4,0.282,0.364,0.611,0.975,0.502,0.989,11.40%,28.00%,156,0.403,6.1,19709
Yasmani Grandal,CHW,93,279,375,67,35,9,0,23,145,64.95,60,62,87,0,82,3,5,1,15,0,0,0.240,0.420,0.520,0.939,0.591,0.941,23.20%,21.90%,159,0.402,3.7,11368
Luis Robert,CHW,68,275,296,93,57,22,1,13,156,59.59,42,43,14,1,61,5,2,0,4,6,1,0.338,0.378,0.567,0.946,0.298,0.955,4.70%,20.60%,157,0.399,3.2,20043
Shohei Ohtani,LAA,158,537,639,138,58,26,8,46,318,122.21,103,100,96,20,189,4,2,0,7,26,10,0.257,0.372,0.592,0.965,0.544,0.964,15.00%,29.60%,152,0.393,5.1,19755
Kyle Schwarber,- - -,113,399,471,106,55,19,0,32,221,87.32,76,71,64,1,127,6,2,0,4,1,1,0.266,0.374,0.554,0.928,0.449,0.921,13.60%,27.00%,145,0.392,3.1,16478
Joey Votto,CIN,129,448,533,119,59,23,1,36,252,99.25,73,99,77,6,127,4,4,0,7,1,0,0.266,0.375,0.563,0.938,0.471,0.933,14.40%,23.80%,140,0.391,3.6,4314
Nick Castellanos,CIN,138,531,585,164,91,38,1,34,306,107.29,95,100,41,5,121,7,6,0,16,3,1,0.309,0.362,0.576,0.939,0.348,0.939,7.00%,20.70%,140,0.391,4.2,11737
Corey Seager,LAD,95,353,409,108,67,22,3,16,184,74.08,54,57,48,2,66,5,3,0,8,1,1,0.306,0.394,0.521,0.915,0.351,0.915,11.70%,16.10%,147,0.389,3.7,13624
Aaron Judge,NYY,148,550,633,158,95,24,0,39,299,112.26,89,98,75,2,158,3,5,0,16,6,1,0.287,0.373,0.544,0.916,0.402,0.920,11.80%,25.00%,148,0.387,5.5,15640
Trea Turner,- - -,148,595,646,195,130,34,3,28,319,118.46,107,77,41,2,110,6,4,0,18,32,5,0.328,0.375,0.536,0.911,0.323,0.938,6.30%,17.00%,142,0.386,6.9,16252
Bryan Reynolds,PIT,159,559,646,169,102,35,8,24,292,117.37,93,90,75,9,119,8,4,0,10,5,2,0.302,0.390,0.522,0.912,0.360,0.915,11.60%,18.40%,142,0.385,5.5,19326
Ketel Marte,ARI,90,340,374,108,64,29,1,14,181,67.69,52,50,31,3,60,2,1,0,8,2,0,0.318,0.377,0.532,0.909,0.312,0.911,8.30%,16.00%,139,0.385,2.9,13613
Darin Ruf,SFG,117,262,312,71,40,13,2,16,136,53.77,41,43,46,2,87,3,1,0,8,2,0,0.271,0.385,0.519,0.904,0.431,0.907,14.70%,27.90%,144,0.384,2.5,9929
Tyler O'Neill,STL,138,482,537,138,76,26,2,34,270,96.62,89,80,38,0,168,13,4,0,8,15,4,0.286,0.352,0.560,0.912,0.376,0.922,7.10%,31.30%,145,0.384,5.4,15711
C.J. Cron,COL,142,470,547,132,72,31,1,28,249,95.69,70,92,60,3,117,13,4,0,11,1,0,0.281,0.375,0.530,0.905,0.379,0.905,11.00%,21.40%,127,0.383,2.3,12546
Kyle Tucker,HOU,140,506,567,149,79,37,3,30,282,102.98,83,92,53,5,90,1,5,0,10,14,2,0.294,0.359,0.557,0.917,0.391,0.929,9.30%,15.90%,147,0.383,4.8,18345
George Springer,TOR,78,299,342,79,37,19,1,22,166,59.32,59,50,37,1,79,4,1,0,6,4,1,0.264,0.352,0.555,0.907,0.425,0.907,10.80%,23.10%,140,0.381,2.4,12856
Austin Riley,ATL,160,590,662,179,112,33,1,33,313,116.30,91,107,52,2,168,12,8,0,11,0,1,0.303,0.367,0.531,0.898,0.314,0.899,7.90%,25.40%,135,0.379,4.2,18360
Freddie Freeman,ATL,159,600,695,180,122,25,2,31,302,122.04,120,83,85,15,107,8,2,0,11,8,3,0.300,0.393,0.503,0.896,0.353,0.901,12.20%,15.40%,135,0.379,4.5,5361
Buster Posey,SFG,113,395,454,120,79,23,0,18,197,75.49,68,56,56,5,87,1,2,0,15,0,0,0.304,0.390,0.499,0.889,0.337,0.891,12.30%,19.20%,140,0.379,4.9,9166
Max Muncy,LAD,144,497,592,124,60,26,2,36,262,101.70,95,94,83,5,120,11,1,0,7,2,1,0.249,0.368,0.527,0.895,0.447,0.893,14.00%,20.30%,140,0.379,4.9,13301
Matt Olson,OAK,156,565,673,153,79,35,0,39,305,115.45,101,111,88,12,113,9,11,0,17,4,1,0.271,0.371,0.540,0.911,0.430,0.916,13.10%,16.80%,146,0.379,5,14344
Brandon Crawford,SFG,138,483,549,144,87,30,3,24,252,97.04,79,90,56,6,105,5,5,0,8,11,3,0.298,0.373,0.522,0.895,0.356,0.906,10.20%,19.10%,139,0.377,5.5,5343
A.J. Pollock,LAD,117,384,422,114,65,27,1,21,206,75.61,53,69,30,4,80,6,2,0,4,9,1,0.297,0.355,0.536,0.892,0.339,0.904,7.10%,19.00%,137,0.375,3,9256
Paul Goldschmidt,STL,158,603,679,177,108,36,2,31,310,116.56,102,99,67,2,136,4,5,0,13,12,0,0.294,0.365,0.514,0.879,0.352,0.894,9.90%,20.00%,138,0.373,4.9,9218
Rafael Devers,BOS,156,591,664,165,89,37,1,38,318,110.21,101,113,62,7,143,7,4,0,13,5,5,0.279,0.352,0.538,0.890,0.364,0.888,9.30%,21.50%,134,0.373,4.7,17350
Jose Ramirez,CLE,152,552,636,147,74,32,5,36,297,108.96,111,103,72,10,87,7,5,0,13,27,4,0.266,0.355,0.538,0.893,0.444,0.916,11.30%,13.70%,137,0.372,6.3,13510
Cedric Mullins II,BAL,159,602,675,175,103,37,5,30,312,119.39,91,59,59,3,125,8,4,1,2,30,8,0.291,0.360,0.518,0.878,0.362,0.900,8.70%,18.50%,136,0.372,5.3,17929
Mitch Garver,MIN,68,207,243,53,25,15,0,13,107,39.62,29,34,31,0,71,3,2,0,4,1,1,0.256,0.358,0.517,0.875,0.411,0.876,12.80%,29.20%,137,0.372,2.1,15161
Giancarlo Stanton,NYY,139,510,579,139,85,19,0,35,263,88.96,64,97,63,1,157,3,3,0,22,0,0,0.273,0.354,0.516,0.870,0.367,0.870,10.90%,27.10%,137,0.37,2.6,4949
Yordan Alvarez,HOU,144,537,598,149,80,35,1,33,285,96.26,92,104,50,3,145,8,3,0,16,1,0,0.277,0.346,0.531,0.877,0.348,0.877,8.40%,24.20%,138,0.369,3.7,19556
Brandon Nimmo,NYM,92,325,386,95,67,17,3,8,142,61.31,51,28,54,0,79,5,0,2,3,5,4,0.292,0.401,0.437,0.838,0.314,0.849,14.00%,20.50%,137,0.369,3.5,12927
Teoscar Hernandez,TOR,143,550,595,163,102,29,0,32,288,101.38,92,116,36,1,148,7,2,0,5,12,4,0.296,0.346,0.524,0.870,0.307,0.878,6.10%,24.90%,132,0.369,3.9,13066
Xander Bogaerts,BOS,144,529,603,156,98,34,1,23,261,98.48,90,79,62,2,113,5,7,0,13,5,1,0.295,0.370,0.493,0.863,0.323,0.874,10.30%,18.70%,130,0.368,5.2,12161
Marcus Semien,TOR,162,652,724,173,87,39,2,45,351,121.22,115,102,66,0,146,3,3,0,9,15,1,0.265,0.334,0.538,0.873,0.396,0.884,9.10%,20.20%,131,0.368,6.6,12533
Garrett Cooper,MIA,71,215,250,61,41,10,1,9,100,38.68,30,33,30,0,68,4,1,0,6,1,1,0.284,0.380,0.465,0.845,0.321,0.851,12.00%,27.20%,134,0.367,1.1,15279
Connor Joe,COL,63,179,211,51,34,9,0,8,84,34.86,23,35,26,0,41,3,3,0,1,0,0,0.285,0.379,0.469,0.848,0.330,0.860,12.30%,19.40%,116,0.366,1.4,16572
Mookie Betts,LAD,122,466,550,123,68,29,3,23,227,88.96,93,58,68,2,86,11,5,0,5,10,5,0.264,0.367,0.487,0.854,0.380,0.866,12.40%,15.60%,131,0.365,3.9,13611
Rhys Hoskins,PHI,107,389,443,96,40,29,0,27,206,69.69,64,71,47,0,108,5,2,0,7,3,2,0.247,0.334,0.530,0.864,0.406,0.863,10.60%,24.40%,127,0.364,2.3,16472
Starling Marte,- - -,120,467,526,145,103,27,3,12,214,91.76,89,55,43,2,99,13,2,1,6,47,5,0.310,0.383,0.458,0.841,0.330,0.902,8.20%,18.80%,134,0.364,5.5,9241
J.D. Martinez,BOS,148,570,634,163,90,42,3,28,295,99.77,92,99,55,6,150,3,5,0,18,0,0,0.286,0.349,0.518,0.867,0.328,0.869,8.70%,23.70%,128,0.364,2.9,6184
Will Smith,LAD,130,414,501,107,61,19,2,25,205,79.31,71,76,58,4,101,18,11,0,11,3,0,0.258,0.365,0.495,0.860,0.384,0.876,11.60%,20.20%,130,0.364,4.6,19197
Carlos Correa,HOU,148,555,640,155,94,34,1,26,269,99.51,104,92,75,2,116,4,6,0,16,0,0,0.279,0.366,0.485,0.850,0.341,0.857,11.70%,18.10%,134,0.364,5.8,14162
Brandon Lowe,TBR,149,535,615,132,62,31,0,39,280,101.89,97,99,68,4,167,9,3,0,2,7,1,0.247,0.340,0.523,0.863,0.415,0.869,11.10%,27.20%,137,0.363,5.2,18882
Yuli Gurriel,HOU,143,530,605,169,123,31,0,15,245,95.10,83,81,59,2,68,4,12,0,16,1,1,0.319,0.383,0.462,0.846,0.255,0.860,9.80%,11.20%,134,0.363,3.4,19198
Jonathan India,CIN,150,532,631,143,86,34,2,21,244,97.02,98,69,71,1,141,23,4,1,13,12,3,0.269,0.376,0.459,0.835,0.340,0.854,11.30%,22.30%,122,0.363,3.9,21523
Pete Alonso,NYM,152,561,637,147,80,27,3,37,291,97.41,81,94,60,6,127,12,4,0,20,3,0,0.262,0.344,0.519,0.863,0.369,0.867,9.40%,19.90%,133,0.363,3,19251
Salvador Perez,KCR,161,620,665,169,97,24,0,48,337,102.93,88,121,28,4,170,13,4,0,14,1,0,0.273,0.316,0.544,0.859,0.318,0.860,4.20%,25.60%,127,0.359,3.4,7304
Mike Zunino,TBR,109,333,375,72,26,11,2,33,186,55.74,64,62,34,0,132,7,1,0,7,0,0,0.216,0.301,0.559,0.860,0.444,0.855,9.10%,35.20%,134,0.358,4.5,13265
Justin Turner,LAD,151,533,612,148,99,22,0,27,251,93.80,87,87,61,0,98,12,6,0,12,3,0,0.278,0.361,0.471,0.832,0.313,0.844,10.00%,16.00%,127,0.358,4,5235
J.D. Davis,NYM,73,179,211,51,34,12,0,5,78,31.79,18,23,24,1,68,6,2,0,4,1,0,0.285,0.384,0.436,0.820,0.291,0.838,11.40%,32.20%,130,0.357,1.6,16219
Jared Walsh,LAA,144,530,585,147,83,34,1,29,270,92.91,70,98,48,6,152,4,3,0,7,2,1,0.277,0.340,0.509,0.850,0.325,0.852,8.20%,26.00%,127,0.357,2.8,18607
Jose Altuve,HOU,146,601,678,167,103,32,1,31,294,105.42,117,83,66,3,91,4,6,1,9,5,3,0.278,0.350,0.489,0.839,0.324,0.847,9.70%,13.40%,130,0.357,5.2,5417
Kris Bryant,- - -,144,513,586,136,77,32,2,25,247,90.53,86,73,62,4,135,9,2,0,9,10,2,0.265,0.353,0.481,0.835,0.353,0.848,10.60%,23.00%,123,0.356,3.6,15429
Rafael Ortega,CHC,103,296,330,86,59,14,2,11,137,50.32,44,33,30,1,70,2,0,2,3,12,6,0.291,0.360,0.463,0.823,0.294,0.838,9.10%,21.20%,120,0.355,1.6,10323
Adam Engel,CHW,39,123,140,31,15,9,0,7,61,20.80,21,18,11,0,31,5,1,0,4,7,1,0.252,0.336,0.496,0.832,0.382,0.865,7.90%,22.10%,127,0.354,1.2,15082
Franmil Reyes,CLE,115,418,466,106,56,18,2,30,218,68.37,57,85,43,3,149,2,3,0,13,4,1,0.254,0.324,0.522,0.846,0.378,0.851,9.20%,32.00%,125,0.354,1.3,14566
Jose Abreu,CHW,152,566,659,148,86,30,2,30,272,91.96,86,117,61,3,143,22,10,0,28,1,0,0.261,0.351,0.481,0.831,0.329,0.843,9.30%,21.70%,126,0.354,2.9,15676
Bo Bichette,TOR,159,640,690,191,131,30,1,29,310,110.39,121,102,40,0,137,6,4,0,10,25,1,0.298,0.343,0.484,0.828,0.286,0.857,5.80%,19.90%,122,0.354,4.9,19612
Ty France,SEA,152,571,650,166,115,32,1,18,254,95.91,85,73,46,1,106,27,6,0,13,0,0,0.291,0.368,0.445,0.813,0.235,0.824,7.10%,16.30%,129,0.353,3.5,17982
Josh Donaldson,MIN,135,457,543,113,61,26,0,26,217,74.98,73,72,74,2,114,4,8,0,22,0,0,0.247,0.352,0.475,0.827,0.389,0.838,13.60%,21.00%,124,0.353,2.2,5038
Evan Longoria,SFG,81,253,291,66,36,17,0,13,122,41.69,45,46,35,4,68,1,2,0,9,1,1,0.261,0.351,0.482,0.833,0.360,0.838,12.00%,23.40%,123,0.352,1.7,9368
Gavin Sheets,CHW,54,160,179,40,21,8,0,11,81,26.00,23,34,16,0,40,2,1,0,4,0,0,0.250,0.324,0.506,0.830,0.356,0.832,8.90%,22.30%,125,0.352,0.4,19901
Josh Bell,WSN,144,498,568,130,78,24,1,27,237,78.71,75,88,65,2,101,2,3,0,22,0,0,0.261,0.347,0.476,0.823,0.345,0.828,11.40%,17.80%,118,0.352,1.4,13145
Tony Kemp,OAK,131,330,397,92,65,16,3,8,138,59.55,54,37,52,0,51,6,5,4,2,8,2,0.279,0.382,0.418,0.800,0.315,0.832,13.10%,12.80%,127,0.351,2.7,14894
Manny Machado,SDP,153,564,640,157,96,31,2,28,276,98.71,92,106,63,10,102,2,11,0,10,12,3,0.278,0.347,0.489,0.836,0.339,0.855,9.80%,15.90%,122,0.35,4.4,11493
Randy Arozarena,TBR,141,529,604,145,90,32,3,20,243,88.64,94,69,56,4,170,14,5,0,9,20,10,0.274,0.356,0.459,0.815,0.310,0.835,9.30%,28.10%,128,0.35,3.3,19290
Willy Adames,- - -,140,497,555,130,72,32,1,25,239,80.47,77,73,57,1,156,0,1,0,9,5,4,0.262,0.337,0.481,0.818,0.336,0.821,10.30%,28.10%,119,0.349,4.1,15986
Jorge Polanco,MIN,152,588,644,158,88,35,2,33,296,97.72,97,98,45,0,118,5,6,0,4,11,6,0.269,0.323,0.503,0.826,0.320,0.835,7.00%,18.30%,122,0.349,3.9,13152
Joey Gallo,- - -,153,498,616,99,47,13,1,38,228,88.90,90,77,111,5,213,6,1,0,6,6,0,0.199,0.351,0.458,0.808,0.494,0.824,18.00%,34.60%,123,0.348,3.5,14128
Wander Franco,TBR,70,281,308,81,51,18,5,7,130,46.71,53,39,24,0,37,2,1,0,2,2,1,0.288,0.347,0.463,0.810,0.263,0.817,7.80%,12.00%,127,0.348,2.5,23667
Yoan Moncada,CHW,144,520,616,137,89,33,1,14,214,87.17,74,61,84,1,157,10,2,0,6,3,2,0.263,0.375,0.412,0.787,0.312,0.803,13.60%,25.50%,122,0.347,4.5,17232
Jason Castro,HOU,66,149,179,35,20,7,0,8,66,24.41,22,21,25,1,54,3,0,2,4,0,0,0.235,0.356,0.443,0.799,0.376,0.810,14.00%,30.20%,123,0.347,1.1,8722
Michael Brantley,HOU,121,469,508,146,106,29,3,8,205,73.44,68,47,33,1,53,5,1,0,11,1,0,0.311,0.362,0.437,0.799,0.198,0.807,6.50%,10.40%,123,0.347,2.1,4106
Patrick Wisdom,CHC,106,338,375,78,37,13,0,28,175,52.77,54,61,32,1,153,4,0,0,7,4,1,0.231,0.305,0.518,0.823,0.391,0.826,8.50%,40.80%,115,0.346,2.3,13602
Nelson Cruz,- - -,140,513,584,136,82,21,1,32,255,84.95,79,86,51,10,126,7,9,0,14,3,0,0.265,0.334,0.497,0.832,0.337,0.843,8.70%,21.60%,122,0.346,2,2434
Tyler Stephenson,CIN,132,350,402,100,69,21,0,10,151,56.01,56,45,41,1,75,6,5,0,11,0,0,0.286,0.366,0.431,0.797,0.263,0.812,10.20%,18.70%,111,0.346,2,17988
Avisail Garcia,MIL,135,461,515,121,74,18,0,29,226,73.02,68,86,38,5,121,11,5,0,12,8,4,0.262,0.330,0.490,0.820,0.319,0.831,7.40%,23.50%,115,0.346,2.9,5760
Tyler Naquin,CIN,127,411,454,111,66,24,2,19,196,64.39,52,70,35,1,106,5,3,0,9,5,3,0.270,0.333,0.477,0.809,0.297,0.818,7.70%,23.30%,110,0.345,1.4,13359
Tim Anderson,CHW,123,527,551,163,115,29,2,17,247,82.93,94,61,22,1,119,1,1,0,5,18,7,0.309,0.338,0.469,0.806,0.222,0.822,4.00%,21.60%,120,0.345,4.3,15172
Jeimer Candelario,DET,149,557,626,151,90,42,3,16,247,88.79,75,67,65,1,135,4,0,0,10,0,0,0.271,0.351,0.443,0.795,0.289,0.801,10.40%,21.60%,119,0.344,3.2,13621
Javier Baez,- - -,138,502,547,133,82,18,2,31,248,77.37,80,87,28,2,184,13,3,0,12,18,5,0.265,0.319,0.494,0.813,0.311,0.832,5.10%,33.60%,116,0.344,3.6,12979
Hunter Renfroe,BOS,144,521,572,135,71,33,0,31,261,83.10,89,96,44,0,130,1,6,0,6,1,2,0.259,0.315,0.501,0.816,0.324,0.819,7.70%,22.70%,114,0.344,1.8,15464
Santiago Espinal,TOR,92,222,246,69,53,13,1,2,90,35.23,32,17,22,0,30,1,0,1,4,6,1,0.311,0.376,0.405,0.781,0.216,0.805,8.90%,12.20%,115,0.344,2.2,19997
LaMonte Wade Jr.,SFG,109,336,381,85,47,17,3,18,162,55.71,52,56,33,1,89,5,3,4,3,6,1,0.253,0.326,0.482,0.808,0.342,0.826,8.70%,23.40%,117,0.343,1.6,18126
Brendan Rodgers,COL,102,387,415,110,71,21,3,15,182,58.54,49,51,19,0,84,7,2,0,8,0,0,0.284,0.328,0.470,0.798,0.235,0.802,4.60%,20.20%,100,0.341,1.6,17907
Trevor Story,COL,142,526,595,132,69,34,5,24,248,85.23,88,75,53,2,139,11,5,0,7,20,6,0.251,0.329,0.471,0.801,0.348,0.824,8.90%,23.40%,100,0.341,3.5,12564
Jake Cronenworth,SDP,152,567,643,151,90,33,7,21,261,90.46,94,71,55,6,90,10,3,3,8,4,3,0.266,0.340,0.460,0.800,0.293,0.809,8.60%,14.00%,116,0.341,4.4,18036
Ramon Urias,BAL,85,262,296,73,52,14,0,7,108,40.44,33,38,28,0,76,6,0,0,3,1,2,0.279,0.361,0.412,0.774,0.237,0.781,9.50%,25.70%,115,0.341,1.6,18795
Adam Frazier,- - -,155,577,639,176,130,36,5,5,237,88.71,83,43,48,2,69,10,1,3,10,10,5,0.305,0.368,0.411,0.779,0.198,0.794,7.50%,10.80%,114,0.341,3.4,15223
Luis Urias,MIL,150,490,570,122,73,25,1,23,218,78.59,77,75,63,3,116,10,3,1,9,5,1,0.249,0.345,0.445,0.789,0.333,0.805,11.10%,20.40%,111,0.34,2.7,16622
Mitch Haniger,SEA,157,620,691,157,93,23,2,39,301,96.79,110,100,54,2,169,9,8,0,12,1,0,0.253,0.318,0.485,0.804,0.321,0.812,7.80%,24.50%,120,0.34,2.8,14274
Matt Beaty,LAD,120,204,234,55,43,4,1,7,82,31.06,35,40,20,0,44,10,0,0,3,2,2,0.270,0.363,0.402,0.765,0.230,0.777,8.50%,18.80%,114,0.339,0.8,17710
Jesus Sanchez,MIA,64,227,251,57,33,8,2,14,111,35.81,27,36,20,3,78,3,1,0,2,0,1,0.251,0.319,0.489,0.808,0.322,0.808,8.00%,31.10%,116,0.339,0.6,19913
Bryan De La Cruz,MIA,58,199,219,59,45,7,2,5,85,28.58,17,19,18,1,53,1,1,0,8,1,1,0.296,0.356,0.427,0.783,0.221,0.792,8.20%,24.20%,115,0.339,0.8,19600
Anthony Rizzo,- - -,141,496,576,123,75,23,3,22,218,76.27,73,61,52,2,87,23,5,0,15,6,2,0.248,0.344,0.440,0.783,0.304,0.801,9.00%,15.10%,112,0.339,1.6,3473
Chris Taylor,LAD,148,507,582,129,80,25,4,20,222,82.93,92,73,63,2,167,8,3,1,5,13,1,0.254,0.344,0.438,0.782,0.331,0.808,10.80%,28.70%,113,0.338,3.1,13757
Enrique Hernandez,BOS,134,508,585,127,69,35,3,20,228,82.60,84,60,61,0,110,9,7,0,4,1,0,0.250,0.337,0.449,0.786,0.321,0.800,10.40%,18.80%,110,0.338,3.9,10472
Jean Segura,PHI,131,514,567,149,105,27,3,14,224,76.28,76,58,39,3,78,9,4,1,16,9,3,0.290,0.348,0.436,0.784,0.233,0.801,6.90%,13.80%,109,0.338,2.5,5933
Robbie Grossman,DET,156,557,671,133,84,23,3,23,231,91.73,88,67,98,3,155,8,6,2,8,20,5,0.239,0.357,0.415,0.772,0.379,0.807,14.60%,23.10%,114,0.337,2.7,5254
Jordan Luplow,- - -,62,163,193,33,14,8,0,11,74,25.17,23,28,28,0,57,2,0,0,2,1,2,0.202,0.326,0.454,0.780,0.417,0.783,14.50%,29.50%,116,0.337,0.5,16424
Wilmer Flores,SFG,139,389,436,102,67,16,1,18,174,58.06,57,53,41,0,56,3,3,0,11,1,0,0.262,0.335,0.447,0.782,0.293,0.793,9.40%,12.80%,113,0.337,1.2,5827
Willson Contreras,CHC,128,413,483,98,57,20,0,21,181,62.49,61,57,52,1,138,14,4,0,11,5,4,0.237,0.340,0.438,0.778,0.329,0.792,10.80%,28.60%,109,0.337,2.1,11609
Nathaniel Lowe,TEX,157,557,642,147,102,24,3,18,231,86.64,75,72,80,2,162,2,3,0,13,8,0,0.264,0.357,0.415,0.771,0.309,0.794,12.50%,25.20%,115,0.337,1.6,19566
Kolten Wong,MIL,116,445,492,121,73,32,2,14,199,70.00,70,50,31,1,83,13,3,0,2,12,5,0.272,0.335,0.447,0.783,0.261,0.800,6.30%,16.90%,109,0.337,2.9,12532
Nolan Arenado,STL,157,593,653,151,80,34,3,34,293,87.18,81,105,50,8,96,3,7,0,20,2,0,0.255,0.312,0.494,0.807,0.327,0.815,7.70%,14.70%,113,0.336,4,9777
Ozzie Albies,ATL,156,629,686,163,86,40,7,30,307,99.67,103,106,47,2,128,3,7,0,4,20,4,0.259,0.310,0.488,0.799,0.329,0.821,6.90%,18.70%,107,0.336,4.2,16556
Dylan Carlson,STL,149,542,619,144,91,31,4,18,237,86.49,79,65,57,2,152,11,8,1,5,2,1,0.266,0.343,0.437,0.780,0.279,0.796,9.20%,24.60%,113,0.336,2.8,20126
J.T. Realmuto,PHI,134,476,537,125,79,25,4,17,209,74.37,64,73,48,5,129,11,2,0,8,13,3,0.263,0.343,0.439,0.782,0.298,0.804,8.90%,24.00%,108,0.336,4.4,11739
Alex Bregman,HOU,91,348,400,94,65,17,0,12,147,51.94,54,55,44,4,53,4,4,0,13,1,0,0.270,0.355,0.422,0.777,0.282,0.794,11.00%,13.30%,115,0.336,2,17678
Nick Madrigal,CHW,54,200,215,61,45,10,4,2,85,29.20,30,21,11,0,17,3,1,0,3,1,2,0.305,0.349,0.425,0.774,0.170,0.778,5.10%,7.90%,113,0.335,1.3,20521
Ryan Mountcastle,BAL,144,534,586,136,79,23,1,33,260,78.44,77,89,41,2,161,4,7,0,12,4,3,0.255,0.309,0.487,0.796,0.311,0.804,7.00%,27.50%,111,0.335,1.4,18373
Andrew McCutchen,PHI,144,482,574,107,55,24,1,27,214,76.42,78,80,81,2,132,4,7,0,10,6,1,0.222,0.334,0.444,0.778,0.400,0.800,14.10%,23.00%,107,0.335,1.2,9847
Eduardo Escobar,- - -,146,549,599,139,80,26,5,28,259,84.17,77,90,48,1,124,1,1,0,3,1,0,0.253,0.314,0.472,0.786,0.308,0.790,8.00%,20.70%,107,0.334,3,6153
Ji-Man Choi,TBR,83,258,305,59,34,14,0,11,106,39.15,36,45,45,0,87,2,0,0,5,0,0,0.229,0.348,0.411,0.758,0.357,0.772,14.80%,28.50%,117,0.334,0.9,5452
Ryan McMahon,COL,151,528,596,134,78,32,1,23,237,78.53,80,86,59,2,147,4,5,0,14,6,2,0.254,0.331,0.449,0.779,0.314,0.794,9.90%,24.70%,95,0.334,2.5,15112
Alex Verdugo,BOS,146,544,604,157,110,32,2,13,232,82.52,88,63,51,6,96,4,5,0,11,6,2,0.289,0.351,0.426,0.777,0.239,0.794,8.40%,15.90%,107,0.334,2,17027
Bobby Dalbec,BOS,133,417,453,100,49,21,5,25,206,63.06,50,78,28,1,156,7,1,0,3,2,0,0.240,0.298,0.494,0.792,0.326,0.797,6.20%,34.40%,107,0.334,0.7,19966
Jesus Aguilar,MIA,131,449,510,117,72,23,0,22,206,67.94,49,93,46,4,93,3,7,0,11,0,0,0.261,0.329,0.459,0.788,0.301,0.799,9.00%,18.20%,112,0.334,1.2,11342
Taylor Ward,LAA,65,208,237,52,29,15,0,8,91,30.75,33,33,20,0,55,6,1,2,4,1,1,0.250,0.332,0.438,0.769,0.284,0.780,8.40%,23.20%,111,0.333,0.5,17548
Mark Canha,OAK,141,519,625,120,77,22,4,17,201,80.20,93,61,77,0,128,27,2,0,9,12,2,0.231,0.358,0.387,0.746,0.324,0.778,12.30%,20.50%,115,0.333,2.6,11445
Lourdes Gurriel Jr.,TOR,141,500,541,138,87,28,2,21,233,73.13,62,84,32,1,102,2,6,1,8,1,3,0.276,0.319,0.466,0.785,0.250,0.790,5.90%,18.90%,107,0.333,1.5,19238
Charlie Blackmon,COL,150,514,582,139,97,25,4,13,211,77.71,76,78,54,1,91,11,3,0,8,3,0,0.270,0.351,0.411,0.761,0.251,0.778,9.30%,15.60%,94,0.333,1.5,7859
Tyrone Taylor,MIL,93,243,271,60,36,9,3,12,111,35.84,33,43,20,1,59,7,1,0,6,6,1,0.247,0.321,0.457,0.778,0.313,0.797,7.40%,21.80%,106,0.333,1.5,13675
Christian Arroyo,BOS,57,164,181,43,25,12,0,6,73,24.68,22,25,8,0,44,7,0,1,1,1,0,0.262,0.324,0.445,0.769,0.238,0.779,4.40%,24.30%,106,0.332,1.2,16434
